description,requirements,benefits,fraudulent
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5316","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8849","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9673","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2845","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4066","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14217","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5244","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1001","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4198","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2418","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13484","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3575","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6726","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3847","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #961","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9772","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14574","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11224","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #975",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #757","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5313","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2284","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13934","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10089","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4827","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14411","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #807","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3907","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7023","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1956","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9343","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11034","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13282","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2402","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11598","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1073","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6524","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13723","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #1090",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8095","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12365","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12016","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #1088",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12056","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12872","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1003","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7658","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14685","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7566","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9677","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14898","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5368","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13905","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9603","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6289","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10713","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14216","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10264","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #985","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11587","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6169","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13198","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7384","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11218","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14738","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10456","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #107",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9460","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2462","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13105","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #268","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7962","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3580","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #71","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14119","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13099","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12420","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2821","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14481","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #589","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11258","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10609","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11893","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12895","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #824",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3758","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6845","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2028","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8869","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11070","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13190","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5454","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12704","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #507",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14031","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10790","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2432","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14240","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4647","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8469","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10391","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #896","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9803","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13273","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1587","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6686","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1719","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6100","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3806","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8806","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12378","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3961","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #626",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7036","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13651","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #890","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14542","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4006","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4939","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12766","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10443","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5898","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13845","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13268","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14546","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #584","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3932","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1260","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11994","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #310","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1716","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6009","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2052","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11195","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4668","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4298","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6646","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3783","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1008","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7347","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13453","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #111",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8383","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9878","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10871","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4059","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8721","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #90","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1987","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11661","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12655","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12602","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7279","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12945","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11681","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14009","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #299",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9517","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14007","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13886","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2925","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10725","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8185","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5884","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2341","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12923","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11504","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #627","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14110","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7545","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #945",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4765","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13134","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #476",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13724","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #128","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #864",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12118","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13997","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4182","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7299","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6995","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2398","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14454","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1186","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13392","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #652",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13647","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5314","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9220","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4247","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #395",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9107","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9497","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1096","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6653","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1273","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
